EQUI-5	Venezuela diplomats	Venezuelan diplomats
EQUI-5	growth likely to slow	of slower growth
EQUI-5	reports	reports
EQUI-5	Ryanair	Ryanair
EQUI-5	warns	warns
SPE2-3	record profits	13 % rise
EQUI-5	this year	this year
SPE2-4	Opposition leaders	Cambodia opposition leaders
EQUI-5	Commonwealth summit	Commonwealth summit
REL-1	Indian media	Indian PM
SPE1-4	gay marriage bill	gay marriage
EQUI-5	backs	backs
REL-1	Yvette Cooper	White House
SIMI-2	100 killed	9 Dead
EQUI-5	in new Darfur tribal clashes	in New Darfur Tribal Clash
SPE1-4	after deadly Bangladesh building collapse	as Bangladesh building toll
SIMI-3	8	Four
EQUI-5	arrested	arrested
REL-2	Afghans	Afghan District Governor
EQUI-5	Taliban	To Taliban
EQUI-5	divided	divided
SPE1-4	Taliban attacks	Series of attacks
EQUI-5	in Afghanistan	in Afghanistan
EQUI-5	kill	kill
SIMI-3	17 civilians	10 police
SPE1-4	Texas residents	Residents
SPE1-4	after deadly blast	to Texas blast site
REL-3	for president	After Presidential Runoff
SIMI-3	to vote	Votes
EQUI-5	Mali	Mali
SIMI-3	overthrown	stepping down
EQUI-5	Central African Republic president	Central African Republic President
SPE2-3	North Korean nuclear test	North Korea controversial third nuclear test
EQUI-5	in Russian coal mine blast	in Russia coal mine blast
SIMI-2	trapped	killed
SIMI-3	18	Ten
EQUI-5	U.S. Northeast	US Northeast
SIMI-4	Blizzard hammers	Blizzard wallops
SIMI-2	New Zealand	Iran
SIMI-3	6.9 magnitude earthquake	5.6 magnitude earthquake
EQUI-5	hits	shakes
EQUI-5	Daily Press Briefing	Daily Press Briefing
SIMI-2	South Sudan	Syria
SIMI-2	French parliament	Russian parliament
EQUI-5	in prison	in prison
SIMI-1	Manning	Ariel Castro
SIMI-1	to 35 years	to 1,000 years
EQUI-5	sentenced	sentenced
OPPO-4	lower	higher
EQUI-5	close	close
EQUI-5	China stocks	China stocks
SIMI-3	on Friday	on Wednesday
EQUI-5	in Texas fertilizer plant blast	of Texas fertiliser plant blast
EQUI-5	chemical weapons	chemical weapons
EQUI-5	the U.S.	US
EQUI-5	Syria	Syria
EQUI-5	plan	plans
SPE2-3	polymer notes	polymer Naira notes
SIMI-2	reiterates	announces
SIMI-2	to phase out	to change
SPE1-4	India gang-rape victim	Indian rape victim
SPE1-3	Yacimovich	Israel
SPE2-4	Palestinian prisoners	104 Palestinian prisoners
SIMI-4	to approve	agrees
EQUI-5	release	to free
SIMI-4	Israeli envoys	Israeli envoy
SPE1-4	over settlement plans	over settlements
EQUI-5	summoned	summons
SPE2-2	in State of the Union	's State of the Union speech
EQUI-5	Obama	in Obama
EQUI-5	convicted	get jail time
SIMI-4	Five	3
EQUI-5	in Kosovo organ trafficking case	Kosovo in organ trafficking case
SPE2-3	Wave of bombings	Car bombs
EQUI-5	kills	kill
SIMI-2	15	49
EQUI-5	in Iraq	in Iraq
EQUI-5	kill	kill
SPE2-2	nine people	6 soldiers
EQUI-5	in northwest Pakistan	in northwest Pakistan
EQUI_POL-5	Gunmen	Militants
SPE1-4	after deadly Bangladesh building collapse	after Bangladesh building collapse
EQUI-5	Snowden	Snowden
REL-2	against protesters	about protests
SIMI-3	8	14
SPE1-4	2 car bombs	Car bombing
OPPO-4	in southern Iraq	in northern Iraq
EQUI-5	kill	kills
EQUI-5	Pictures of the day	Pictures of the day
SIMI-2	7 August 2013	11 April 2013
OPPO-4	vanishes	returned
EQUI-5	from National Zoo	to National Zoo
EQUI-5	Red panda	Missing red panda
SIMI-3	6.3-magnitude earthquake	7.7-magnitude earthquake
EQUI-5	hits	hits
SIMI-2	Taiwan	SW Pakistan
SIMI-4	Heats Up	soar
SPE1-2	Google and IBM Post Strong Earnings	on strong earnings
REL-3	Tech Sector	Google shares
EQUI-5	's presidential candidates	as presidential candidate
SIMI-2	in Damascus	in Iraqi capital
EQUI-5	Car bombing	Car bombings
SPE2-2	53	13 civilians
EQUI-5	kills	kill
SIMI-2	Syria	Iraq
SIMI-3	Turkish PM	Turkish police
SIMI-4	protests	at protesters
EQUI-5	in Istanbul	in Istanbul
EQUI-5	of San Fermin bull-running festival	San Fermin bull-running festival
EQUI-5	Start	starts
SIMI-3	Former LAPD officer	Former CIA officer
REL-2	Pakistan court	Pakistan-UN report
EQUI-5	50th anniversary	On 50th anniversary
SPE2-3	remembered	its first memorial
EQUI-5	of JFK 's death	of JFK death
SPE2-4	Palestinian prisoners	of 26 Palestinian prisoners
SIMI-4	frees	approves release
SIMI-3	Israel	Gov ' t committee
REL-3	with Mandela family	to Mandela
EQUI-5	meets	meets
EQUI-5	Obama	Obama
EQUI-5	in 3 cities	in three cities
EQUI-5	state	state
EQUI-5	Egypt 's leader	Egypt president
EQUI-5	of emergency	of emergency
EQUI-5	imposes	declares
EQUI-5	receives	Receives
EQUI-5	EU	EU
SPE2-4	Nobel Peace Prize	2012 Nobel Peace Prize
EQUI-5	to Death	to Death
REL-3	for War Crimes	by War Crimes Tribunal
EQUI-5	Sentenced	Sentenced
EQUI-5	no casualties	None Hurt
SPE1-4	in Libya 's Benghazi	in Benghazi
EQUI-5	Car bomb	Car Bomb
EQUI-5	at Swedish consulate	Swedish Consulate
SIMI-3	will yield	Spur
EQUI-5	Iran nuclear talks	Iran Nuclear Talks
REL-2	roadmap	High Hopes
SPE2-4	hopes	High Hopes
EQUI-5	third nuclear test	Third Nuclear Test
SIMI_FACT-3	conducts	Confirms
EQUI-5	North Korea	North Korea
EQUI-5	Hits	hits
EQUI-5	in 2012	in 2012
EQUI-5	Record $ 38 bn	record US$ 38b
EQUI-5	Macau Gambling Revenue	Macau gambling revenue
SPE1-3	NM County	Some county officials
SIMI-4	Prepares	pave the way
SPE1-3	for Same-Sex Marriages Hearing	for same-sex marriage
EQUI-5	2020 Olympic Games	2020 Olympics
EQUI-5	Tokyo	Tokyo
EQUI-5	to host	to host
SPE2-4	Indian police	Mumbai police
SIMI-3	round up	arrest
SPE1-4	all five suspects	fifth suspect
EQUI-5	in Mumbai rape case	in gang-rape case
EQUI-5	Syria	about Syria
EQUI-5	on chemical weapons	's chemical weapons
SPE2-3	US	U.S. concerns
OPPO-4	strengthens	weakens
SIMI-4	to 6.2689	to 6.2816
EQUI-5	against USD	against USD
EQUI-5	China yuan	Chinese yuan
EQUI-5	Egypt	Egyptians
EQUI-5	votes	Vote
EQUI-5	in new constitution	On New Constitution
EQUI-5	in Benghazi	in Benghazi
SPE2-2	kills wounds	hits
EQUI-5	Car bomb	Car bomb
EQUI-5	on Timbuktu	to Timbuktu
EQUI-5	French-led troops	French-led troops
SPE1-3	work	access
EQUI-5	at joint industrial zone	to joint industrial zone
SIMI-3	to halt	blocks
EQUI-5	N Korea	North Korea
EQUI-5	vote	vote
SIMI-3	on divisive constitution	on constitution change
EQUI-5	Egyptians	Egyptians
SPE2-3	final big immigration decisions	final big decisions in shaping immigration bill
EQUI-5	nears	nearing
SPE2-3	Committee	Senate Judiciary Committee
SPE1-4	for Boston bomb victims	for Boston victims
EQUI-5	observes	observes
EQUI-5	London Marathon	London Marathon
EQUI-5	silence	silence
EQUI-5	40	40
EQUI-5	in Canada train disaster	in Canadian train wreck
EQUI-5	missing	missing
EQUI-5	for major boost	for major boost
EQUI-5	in Syrian aid	in Syrian aid
SPE2-4	UN presses	UN chief presses
EQUI-5	may delay	to delay
EQUI-5	controversial rocket launch	controversial rocket launch
EQUI-5	N Korea	N. Korea
EQUI-5	Obama administration	Obama administration
EQUI-5	rocks	rocks
SIMI-3	Critical Gates memoir	Gates blast
SPE2-4	to hacking charges	at phone hacking hearing
EQUI-5	not guilty	not guilty
EQUI-5	pleads	pleads
EQUI-5	Brooks	Brooks
EQUI-5	is working	work
REL-2	declares	pledges
EQUI-5	Obama	Obama
SPE2-4	health care law	new health care law
EQUI-5	Thousands	Thousands
EQUI-5	protest	protest
EQUI-5	gay marriage	gay marriage
EQUI-5	more ministries	more ministries
SPE1-4	Thai political protests	Thai protesters
SIMI-4	paralyse	besiege
EQUI-5	in talks	in talks
EQUI-5	Exclusive-UPDATE	EXCLUSIVE-UPDATE
EQUI-5	2-Egypt pro-Mursi alliance signals flexibility	1-Egypt pro-Mursi alliance signals flexibility
SPE2-4	Deaths	at least one dead
EQUI-5	into Scottish pub	into pub
EQUI-5	after helicopter	after helicopter
SIMI-4	confirmed	say
EQUI-5	crashes	crashes
SIMI-3	stage	escape
EQUI-5	Pakistan jailbreak	Taliban prison break
SPE2-4	Militants	250 militants
SIMI-3	brings to a halt	wallops
EQUI-5	US northeast	US Northeast
EQUI-5	Blizzard	Blizzard
EQUI-5	survives	survives
EQUI-5	bomb	bomb attack
EQUI-5	Egypt interior minister	Egypt 's interior minister
EQUI-5	's security restrictions	's security decree
EQUI-5	Putin	Putin
EQUI-5	Critics	of critics
EQUI-5	Egypt army	Egypt 's military
SPE2-4	on Brotherhood	on Muslim Brotherhood
EQUI-5	cracks down	cracks down
EQUI-5	braces	braces
EQUI-5	Egypt	Egypt
EQUI-5	for more protests	for more protests
EQUI-5	prays	prays
EQUI-5	for calm	for calm
EQUI-5	disrupts	disrupted
EQUI-5	between Raffles Place , Marina Bay	between Raffles Place and Marina Bay
EQUI-5	train service	Train service
EQUI-5	sworn in	sworn in
SPE1-4	Defiant Mugabe	Mugabe
SPE1-4	for seventh term	for another term
EQUI-5	to Oprah	in Oprah interview
EQUI-5	confesses	confesses
EQUI-5	Lance Armstrong	Lance Armstrong
SIMI-4	all	to doping
SPE2-4	after wild party	after alleged embassy orgy
EQUI-5	Honduran ambassador	Honduras ambassador
SIMI-2	sacked	resigns
SPE2-3	on upbeat US economic data	by positive US , China data
SIMI-4	gain	lifted
EQUI-5	Asian markets	Asian markets
SPE1-4	landmark nuclear deal	nuclear deal
EQUI-5	Iran	Iran
SPE1-4	sign	agree
SPE1-4	six global powers	world powers
SPE1-4	in air strike in central Syria	in Syrian air strike
EQUI-5	killed	killed
EQUI-5	Dozens	Dozens
EQUI-5	on bakery	on bakery
EQUI-5	Mandela ` Inspiration '	Mandela 's inspiration effect
EQUI-5	Obama	Obama
EQUI-5	Praises	hails
EQUI-5	of US debt deal	of U.S. debt deal
EQUI-5	on hopes	on hopes
EQUI-5	Asian markets	Asian stocks
EQUI-5	hit	hit
EQUI-5	3-wk high	three-week highs
SPE1-4	on Syrian border	near Syrian border
EQUI-5	Patriot missile battery	Patriot missile batteries
REL-2	NATO	Obama
SIMI-2	Guinea	Equatoguineans
EQUI-5	votes	vote
SPE1-4	in long-delayed legislative poll	in legislative polls
EQUI-5	Egypt Army	Egypt
EQUI-5	on Sinai Militants	against Sinai militants
SPE1-4	New Air Raids	new assault
EQUI-5	Launches	launches
SIMI-4	killed	die
EQUI-5	Thai protesters	Thai protesters
REL-4	vote	polling stations
EQUI-5	obstruct	block
SPE1-4	North Korea 's third test	North Korea nuclear test
REL-3	Nelson Mandela memorial service	Nelson Mandela dies
EQUI-5	killed	killed
SIMI-2	37	12
SPE1-4	in bus crash	in bus accident
SIMI-2	in Italy	in Pakistan
EQUI-5	Syrian opposition	Syrian opposition
REL-4	Delhi Gang Rape Suspect	Delhi gang-rape verdict
SIMI-3	Most powerful typhoon	Typhoon Utor
EQUI-5	the Philippines	Philippines
EQUI-5	hits	Hits
SIMI-3	for more Egypt protests	from Egypt protests
SIMI-2	One dead	6 dead
SIMI-2	11 hurt	33 hurt
EQUI-5	Suicide Bomber	Suicide Bomber
SIMI-4	14	11
SPE1-4	at Afghan Province Council	in Afghanistan
EQUI-5	Kills	Kills
EQUI-5	of manslaughter	of murder
EQUI-5	on suspicion	on suspicion
EQUI-5	arrested	arrested
OPPO-4	soar	slump
EQUI-5	Stocks	Stocks
SPE1-3	on Wall St lead	on Wall Street
EQUI-5	killed	killed
SIMI-2	17	2
SIMI-2	in northern Iraq	in northern Lebanon
EQUI-5	wounded	wounded
SPE1-3	in bomb attacks	in clashes
SIMI-1	133	6
EQUI-5	's death	's death
EQUI-5	over nurse	over nurse
SIMI-4	South Africans	South Africa
EQUI-5	ailing Mandela	's former PM Nelson Mandela
EQUI-5	The Note	The Note
EQUI-5	's Must-Reads	's Must-Reads
EQUI-5	for Friday	for Friday
SIMI-2	December 6 , 2013	July 12 , 2013
REL-3	to Central African Republic	in Central African capital
SIMI-2	Greece	Japan
SIMI-3	6.0-magnitude quake	5.0-magnitude quake
EQUI-5	hits	jolts
EQUI-5	North Korea Nuclear Test	North Korea nuclear test
SPE2-3	Credibility	world credibility
SIMI-3	on the line	on line
EQUI-5	weakens	weakens
SIMI-3	against USD Thursday	against USD Tuesday
EQUI-5	China 's yuan	China yuan
SIMI-4	to 6.2767	to 6.1818
EQUI-5	kills	Kill
SIMI-2	policeman	3 Soldiers
EQUI-5	in Pakistan	in Pakistan
SIMI-4	Suicide bomber	Suicide Bombers
EQUI-5	to be sentenced	Sentenced
SIMI-3	for terror convictions	for Corruption
SIMI-3	in early trading	in choppy trading
SIMI-2	rise	ease
SPE2-4	Stocks	US stocks
SIMI-2	UK police	China police
SPE1-3	to helicopter crash	over crash
EQUI-5	killed	killed
SIMI-2	41	15
EQUI-5	wounded	wounded
EQUI-5	in Iraq	in Iraq
SIMI-2	22	90
SIMI-4	in violent attacks	in fresh attacks
EQUI-5	Kerry	Kerry
SIMI-3	Jordan	to Israel
REL-2	on agenda	postpones
EQUI-5	to visit	visit
EQUI-5	for Obamacare	for Obamacare
EQUI-5	signs up	to sign up
EQUI-5	over Benghazi	after Benghazi
REL-2	faulted	resigns
SPE1-3	US State Department	State Dept security chief
SIMI-2	Syria	Libya
EQUI-5	in Sinai	in Sinai
EQUI-5	Egypt Military	Egypt military
EQUI-5	Kill	kill
EQUI-5	Hit	hit
EQUI-5	Suicide Bombs	Suicide bombs
SIMI-4	6	4
SIMI-3	killed	injured
SPE1-4	Four Morsi supporters	as Morsi supporters
SPE1-4	in Egypt clashes	clash
SPE2-3	from case	on attempted murder charges
EQUI-5	Pistorius officer	Pistorius officer
SIMI-3	in drone strike	in bloodshed
EQUI-5	killed	's killing
REL-4	Pakistani Taliban chief Hakimullah Mehsud	Pakistan Taliban
EQUI-5	Pakistani Taliban chief Hakimullah Mehsud	Hakimullah
EQUI-5	suspect	suspect
EQUI-5	was captured	captured
EQUI-5	evacuation	evacuation
SPE2-4	of another city	of homes , university
EQUI-5	forces	forces
SIMI-2	Flooding in Canada	California wildfire
SIMI-1	in Nigeria police attack	in Kenya bus attack
EQUI-5	Death toll	Death toll
SIMI-2	to 30	to six
EQUI-5	rises	rises
REL-3	Australia	Australian PM
EQUI-5	Iran	Iran
REL-2	in nuclear talks	`` peaceful '' nuclear program
SIMI-1	's Darfur	in Abyei clash
SPE1-3	Seven peacekeepers	Peacekeeper
EQUI-5	killed	killed
SIMI-2	voices	confirms
EQUI-5	on Syria	at Syria
SPE2-4	over Israeli strikes	second air strike
SIMI-2	at Brotherhood protesters	At Gang Rape Protesters
EQUI-5	tear gas	Tear Gas
EQUI-5	fire	Fired
SIMI-4	US Senate	House
EQUI-5	to vote	vote
EQUI-5	on fiscal cliff deal	on fiscal cliff deal
EQUI-5	in Colorado avalanche	in Colorado avalanche
EQUI-5	buried	killed
SPE2-4	5 people	5 snowboarders
SIMI-2	`` political '' changes	proposed cuts
SPE1-4	to US defense budget	in defense spending
EQUI-5	Hagel	Hagel
EQUI-5	new election law	new election law
EQUI-5	approve	approves
SPE2-4	Afghan legislators	Afghan president
EQUI-5	die	die
SPE1-4	Myanmar mosque fire	at mosque
EQUI-5	13 children	13 children
SPE2-4	in fire	in electrical fire
SIMI-4	Birth Control	Contraceptive pill
EQUI-5	With Higher Glaucoma Risk	glaucoma risk
SPE2-4	Linked	doubles
SPE2-4	health problem	stroke
EQUI-5	in hospital	in hospital
SIMI-4	due to	after suffering
EQUI-5	Iraqi president	Iraqi president
EQUI-5	in Beirut	in Beirut
EQUI-5	Near the Iranian Embassy	near Iranian embassy
SPE2-4	Explosions	Two blasts
SPE2-4	carry-on liquids , gels	carry-on liquids
EQUI-5	to Russia	to Russia
SPE2-4	on flights	on direct flights
EQUI-5	bans	bans
EQUI-5	U.S.	US
SIMI-4	Nato troops	NATO strike
EQUI-5	kill	kills
SIMI-3	two Afghan children	11 Afghan children
SIMI-4	makes landfall	slams
SIMI-3	in east China	into southeastern China
EQUI-5	Typhoon Fitow	Typhoon Fitow
EQUI-5	not guilty plea	Not guilty plea
EQUI-5	for James Holmes	for James Holmes
SPE1-3	to Alaska airport runway	to airport
EQUI-5	drivers	drivers
EQUI-5	Apple app	Apple app
EQUI-5	directs	sends
SPE2-4	family reunions	war-torn family unions
EQUI-5	postpones	postpones
EQUI-5	N Korea	North Korea
EQUI-5	of fiscal impasse	Amid Fiscal Impasse
EQUI-5	US Senate	US Senate
SPE2-4	's nuclear deal	breakthrough nuclear deal
EQUI-5	Iran	Iran
EQUI-5	Iran	Iran
SPE2-4	drone	U.S. drone
EQUI-5	losing one	it
EQUI-5	U.S.	U.S.
EQUI-5	denies	says 's not true
EQUI-5	says	says
EQUI-5	it	it
EQUI-5	captures	has seized
SPE1-4	from Libya 's al-Kweifiya prison	from Libyan jail
EQUI-5	escape	escape
SPE2-4	More than 1,000 inmates	1000 prisoners
SPE1-4	in Cairo clash	in Egypt clashes
EQUI-5	dies	die
SPE1-4	Muslim Brotherhood supporter	Muslim Brotherhood supporters
SIMI-4	Thirty-Seven Dead	Thirty Dead
EQUI-5	In Italy Tour Bus Plunge	In Italian Bus Plunge
EQUI-5	lower	lower
EQUI-5	end	close
EQUI-5	Thursday	on Thursday
EQUI-5	China stocks	China stocks
EQUI-5	nuclear deal	nuclear deal
EQUI-5	Iran leader Rouhani	Iran President Hassan Rouhani
SPE1-4	within three months	in months
EQUI-5	holds	holds
EQUI-5	Maldives	Maldives
EQUI-5	fresh election for president	fresh presidential election
EQUI-5	Israel	Israel
SIMI-3	1500 settler homes	1,800 more settler homes
SIMI-4	green-lights	unveils
EQUI-5	five accused	All five accused
EQUI-5	arrested	arrested
SPE1-4	Mumbai photojournalist gangrape case	Mumbai journalist gang-rape case
EQUI-5	faces questions	questioned
EQUI-5	Driver	Train driver
EQUI-5	from judge	by judge
EQUI-5	in Spanish train crash	in Spain crash
EQUI-5	Israel	Israel
SIMI-3	in Gaza	near Damascus
SIMI-4	airstrike	air strikes
EQUI-5	launches	launches
EQUI-5	to fold	to fold
EQUI-5	Trailblazing Israeli electric car company	Trailblazing Israeli electric car company
EQUI-5	for marriage	to get married
SPE1-4	conditional bail	bail
EQUI-5	Ankeet Chavan	Ankeet Chavan
EQUI-5	granted	granted
SPE2-4	in Spanish train crash	in Spanish high-speed train crash
SPE1-3	Up to 50 dead	Over 70 dead
EQUI-5	dies	dies
SPE2-4	Former spokesman for U.S. President Ronald Reagan	Former Reagan spokesman Larry Speakes
EQUI-5	lower	lower
REL-4	US stocks	on Wall Street
EQUI-5	Weak earnings	Weak earnings
EQUI-5	drag	drag
EQUI-5	US stocks	stocks
EQUI-5	after helicopter crashes into pub	after helicopter pub crash
EQUI-5	Three feared dead	Three feared dead
EQUI-5	Israel	Israel
EQUI-5	's Peres	's Peres
SPE1-4	urges	calls
EQUI-5	to peace talks	to peace talks
EQUI-5	return	for return
EQUI-5	US	US
EQUI-5	against Syria	against Syria
SIMI-3	readies	makes case
SPE1-3	possible solo action	for action
EQUI-5	found	found
SPE2-4	25 bodies	25 more bodies
SPE1-4	at raided Algerian gas plant	at Algerian gas plant
EQUI-5	Pope Benedict XVI	Pope Benedict XVI
REL-4	Says Goodbye	departs
REL-4	to Cardinals	Vatican
EQUI-5	the East Coast	East Coast
SIMI-3	zipping up	to slide up
EQUI-5	Tropical Storm Andrea	Tropical Storm Andrea
EQUI-5	Israel	Israel
SPE1-4	900 settlement homes	for new settler homes
EQUI-5	plan	plans
EQUI-5	Websites	Websites
EQUI-5	anonymity	anonymity
EQUI-5	battle	fight
EQUI-5	nasty comments	nasty comments
EQUI-5	on fire	on fire
EQUI-5	sets	sets
SPE2-4	on the National Mall	at Washington 's National Mall
EQUI-5	himself	himself
EQUI-5	Man	Man
REL-3	after shots	after reports of shots
EQUI-5	fired	fired
EQUI-5	on lockdown	on lockdown
EQUI-5	US Capitol Hill	US Capitol
EQUI-5	upholds	upholds
EQUI-5	death penalties	death sentences
EQUI-5	for Mekong murderers	for Mekong murderers
SPE1-4	Chinese court	Court
EQUI-5	Israeli forces	Israeli Forces
SPE2-4	in West Bank	across West Bank
EQUI-5	5 Palestinians	Five Palestinians
EQUI-5	detain	Arrest
EQUI-5	in German elections	in Germany Election
EQUI-5	wins	Wins
EQUI-5	Angela Merkel	Merkel
EQUI-5	at Russian train station	at Russian train station
SIMI-4	15	14
EQUI-5	killed	kills
EQUI-5	in suicide bombing	Suicide bomber
SIMI-4	election	in poll bid
SPE1-4	Cambodian opposition leader Sam Rainsy	Cambodia opposition head
SIMI-4	returns	turns
EQUI-5	calls	calls
EQUI-5	Biden	Biden
EQUI-5	for trust	for trust
EQUI-5	call	call
SIMI-4	in protest	Turkey unrest
SPE1-4	2 Turkish unions	Unions
EQUI-5	for strike	for strike
SPE1-4	over police violence	over police crackdown
EQUI-5	hospitalized	Hospitalized
EQUI-5	South African icon Nelson Mandela	South Africa 's Nelson Mandela
EQUI-5	settles	settles
EQUI-5	US mortgage lawsuit	US mortgage lawsuit
EQUI-5	UBS	UBS
SPE2-3	to talks	rare talks
EQUI-5	North , South Korea	North , South Korea
